Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Randomise questionnaire elements?,Question Key,Response
11,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,3
12,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex,Neutral
13,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex-quantised,3
14,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat,Neutral
15,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat-quantised,3
16,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex,Neutral
17,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex-quantised,3
18,1723209259317,09/08/2024 13:14:19,1723209258982,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat,Neutral
19,1723209259317,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat-quantised,3
20,1723209259317,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex,Neutral
21,1723209259317,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex-quantised,3
22,1723209259317,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat,Neutral
23,1723209259471,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat-quantised,3
24,1723209259471,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex,Neutral
25,1723209259471,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex-quantised,3
26,1723209259471,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-1,Alex
27,1723209259471,09/08/2024 13:14:19,1723209258983,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-2,Pat
28,1723209259471,09/08/2024 13:14:19,1723209258984,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-2,knkj
29,1723209259471,09/08/2024 13:14:19,1723209258984,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-3,knkln
30,1723209259471,09/08/2024 13:14:19,1723209258984,-3,09/08/2024 10:14:18,183710,5,questionnaire-eupm,,39469474,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,END QUESTIONNAIRE,26129
1,1723248520876,10/08/2024 00:08:40,1723248520387,-4,09/08/2024 20:08:40,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,BEGIN QUESTIONNAIRE,
2,1723248576506,10/08/2024 00:09:36,1723248576049,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat,Disagree
3,1723248576755,10/08/2024 00:09:36,1723248576056,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat-quantised,2
4,1723248576755,10/08/2024 00:09:36,1723248576057,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex,Agree
5,1723248576755,10/08/2024 00:09:36,1723248576058,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex-quantised,4
6,1723248576755,10/08/2024 00:09:36,1723248576059,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat,Neutral
7,1723248576755,10/08/2024 00:09:36,1723248576059,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat-quantised,3
8,1723248576755,10/08/2024 00:09:36,1723248576060,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex,Strongly Agree
9,1723248576755,10/08/2024 00:09:36,1723248576061,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex-quantised,5
10,1723248576755,10/08/2024 00:09:36,1723248576062,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat,Disagree
11,1723248576755,10/08/2024 00:09:36,1723248576063,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,2
12,1723248576755,10/08/2024 00:09:36,1723248576064,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex,Strongly Disagree
13,1723248576755,10/08/2024 00:09:36,1723248576065,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-alex-quantised,1
14,1723248576755,10/08/2024 00:09:36,1723248576066,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat,Neutral
15,1723248576755,10/08/2024 00:09:36,1723248576067,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-pat-quantised,3
16,1723248576755,10/08/2024 00:09:36,1723248576068,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex,Strongly Agree
17,1723248576755,10/08/2024 00:09:36,1723248576069,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,understood-alex-quantised,5
18,1723248576755,10/08/2024 00:09:36,1723248576070,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat,Agree
19,1723248576755,10/08/2024 00:09:36,1723248576071,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-pat-quantised,4
20,1723248576755,10/08/2024 00:09:36,1723248576072,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex,Strongly Disagree
21,1723248576755,10/08/2024 00:09:36,1723248576073,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,different-alex-quantised,1
22,1723248576755,10/08/2024 00:09:36,1723248576075,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat,Disagree
23,1723248576930,10/08/2024 00:09:36,1723248576076,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-pat-quantised,2
24,1723248576930,10/08/2024 00:09:36,1723248576078,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex,Strongly Agree
25,1723248576930,10/08/2024 00:09:36,1723248576079,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,chat-again-alex-quantised,5
26,1723248576930,10/08/2024 00:09:36,1723248576080,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-1,Alex
27,1723248576930,10/08/2024 00:09:36,1723248576081,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-1-2,Pat
28,1723248576930,10/08/2024 00:09:36,1723248576082,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-2,Alex seemd kind of sexy for some reason. Really felt kind of real
29,1723248576930,10/08/2024 00:09:36,1723248576083,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,response-3,Just seemd kind of boring. 
30,1723248576930,10/08/2024 00:09:36,1723248576085,-4,09/08/2024 20:09:36,183710,5,questionnaire-eupm,,39481702,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,END QUESTIONNAIRE,55699
1,1723248834541,10/08/2024 00:13:54,1723248833567,-5,09/08/2024 19:13:53,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,BEGIN QUESTIONNAIRE,
2,1723248952441,10/08/2024 00:15:52,1723248951503,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat,Disagree
3,1723248952596,10/08/2024 00:15:52,1723248951505,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-pat-quantised,2
4,1723248952596,10/08/2024 00:15:52,1723248951505,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex,Strongly Disagree
5,1723248952596,10/08/2024 00:15:52,1723248951506,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,similar-alex-quantised,1
6,1723248952596,10/08/2024 00:15:52,1723248951506,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat,Disagree
7,1723248952596,10/08/2024 00:15:52,1723248951506,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-pat-quantised,2
8,1723248952596,10/08/2024 00:15:52,1723248951506,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex,Strongly Disagree
9,1723248952596,10/08/2024 00:15:52,1723248951507,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,enjoy-alex-quantised,1
10,1723248952596,10/08/2024 00:15:52,1723248951507,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat,Strongly Agree
11,1723248952596,10/08/2024 00:15:52,1723248951507,-5,09/08/2024 19:15:51,183710,5,questionnaire-eupm,,39481736,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2114x1050,,,,Overall Bot Questionnaire: Pat then Alex,1,A_2PatInt_1AlexExt,No,distant-pat-quantised,5
