Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-iuov,randomiser-bl99,Randomise questionnaire elements?,Question Key,Response
24,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-7,6. Agree moderately
25,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-7-quantised,6
26,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-8,1. Disagree strongly
27,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-8-quantised,1
28,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-9,7. Agree Strongly
29,1700588023602,21/11/2023 17:33:43,1700588023046,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-9-quantised,7
30,1700588023602,21/11/2023 17:33:43,1700588023046,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-10,5. Agree a little
31,1700588023602,21/11/2023 17:33:43,1700588023046,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-10-quantised,5
32,1700588023602,21/11/2023 17:33:43,1700588023046,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,END QUESTIONNAIRE,21213
1,1700588032611,21/11/2023 17:33:52,1700588020816,-6,21/11/2023 11:33:40,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1881x888,,,,BFI10,3,AB,1,No,BEGIN QUESTIONNAIRE,
2,1700588063095,21/11/2023 17:34:23,1700588051349,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,extroversion_score,4
3,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,extroversion_rating,Medium Low
4,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,agreeableness_score,4
5,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,agreeableness_rating,Low
6,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,conscientiousness_score,4
7,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,conscientiousness_rating,Low
8,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,emotional_stability_score,4
9,1700588063232,21/11/2023 17:34:23,1700588051350,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,emotional_stability_rating,Medium Low
10,1700588063232,21/11/2023 17:34:23,1700588051351,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,openness_score,4
11,1700588063232,21/11/2023 17:34:23,1700588051351,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,openness_rating,Low
12,1700588063232,21/11/2023 17:34:23,1700588051351,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,response-1,1. Disagree strongly
13,1700588063232,21/11/2023 17:34:23,1700588051351,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,response-1-quantised,1
14,1700588063232,21/11/2023 17:34:23,1700588051351,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,response-2,3. Disagree a little
15,1700588063232,21/11/2023 17:34:23,1700588051352,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,response-2-quantised,3
16,1700588063232,21/11/2023 17:34:23,1700588051352,-6,21/11/2023 11:34:11,132936,24,questionnaire-mcfk,,33107577,ttax2g9j,9804126,,complete,belrln,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1920x1080,1864x888,,,,BFI10,3,AB,1,No,response-3,6. Agree moderately
