Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
11,1706885028171,02/02/2024 14:43:48,1706885027990,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-alex-quantised,4
12,1706885028171,02/02/2024 14:43:48,1706885027990,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-pat,Disagree
13,1706885028171,02/02/2024 14:43:48,1706885027990,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-pat-quantised,2
14,1706885028171,02/02/2024 14:43:48,1706885027990,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,understood-alex,Agree
15,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,understood-alex-quantised,4
16,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,understood-pat,Agree
17,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,understood-pat-quantised,4
18,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,different-alex,Agree
19,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,different-alex-quantised,4
20,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,different-pat,Disagree
21,1706885028171,02/02/2024 14:43:48,1706885027991,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,different-pat-quantised,2
22,1706885028171,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,chat-again-alex,Disagree
23,1706885028441,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,chat-again-alex-quantised,2
24,1706885028441,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,chat-again-pat,Agree
25,1706885028441,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,chat-again-pat-quantised,4
26,1706885028441,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,response-1-1,Pat
27,1706885028441,02/02/2024 14:43:48,1706885027992,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,response-1-2,Alex
28,1706885028441,02/02/2024 14:43:48,1706885027993,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,response-2,Pat was in a better mood and flowed with the conversation better
29,1706885028441,02/02/2024 14:43:48,1706885027993,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,response-3,Alex was very sad and depressed and wanted to hang onto their bad mood.
30,1706885028441,02/02/2024 14:43:48,1706885027993,-5,02/02/2024 09:43:47,163181,2,questionnaire-wcll,,34735383,BLIND,10269353,,complete,ugycyj,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1093x615,1435x704,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,END QUESTIONNAIRE,95851
1,1707138958211,05/02/2024 13:15:58,1707138756985,-7,05/02/2024 06:12:36,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,944x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,BEGIN QUESTIONNAIRE,
2,1707139028025,05/02/2024 13:17:08,1707138826836,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,similar-alex,Disagree
3,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,similar-alex-quantised,2
4,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,similar-pat,Agree
5,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,similar-pat-quantised,4
6,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,enjoy-alex,Neutral
7,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,enjoy-alex-quantised,3
8,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,enjoy-pat,Agree
9,1707139028287,05/02/2024 13:17:08,1707138826838,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,enjoy-pat-quantised,4
10,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,distant-alex,Strongly Agree
11,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,distant-alex-quantised,5
12,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,distant-pat,Disagree
13,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,distant-pat-quantised,2
14,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,understood-alex,Agree
15,1707139028287,05/02/2024 13:17:08,1707138826839,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,understood-alex-quantised,4
16,1707139028287,05/02/2024 13:17:08,1707138826840,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,understood-pat,Agree
17,1707139028287,05/02/2024 13:17:08,1707138826840,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,understood-pat-quantised,4
18,1707139028287,05/02/2024 13:17:08,1707138826840,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,different-alex,Strongly Agree
19,1707139028287,05/02/2024 13:17:08,1707138826841,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,different-alex-quantised,5
20,1707139028287,05/02/2024 13:17:08,1707138826841,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,different-pat,Disagree
21,1707139028287,05/02/2024 13:17:08,1707138826841,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,different-pat-quantised,2
22,1707139028287,05/02/2024 13:17:08,1707138826841,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,chat-again-alex,Disagree
23,1707139028499,05/02/2024 13:17:08,1707138826841,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,chat-again-alex-quantised,2
24,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,chat-again-pat,Agree
25,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,chat-again-pat-quantised,4
26,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,response-1-1,Pat
27,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,response-1-2,Alex
28,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,response-2,Pat was interested in what I said.  She also had a positive personality.
29,1707139028499,05/02/2024 13:17:08,1707138826842,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,response-3,"Alex was depressed and it showed.  They were interested in conversation, but there was a background of gloominess."
30,1707139028499,05/02/2024 13:17:08,1707138826843,-7,05/02/2024 06:13:46,163181,2,questionnaire-wcll,,34808157,BLIND,10288304,,complete,vbgaiu,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,927x916,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,AB,No,END QUESTIONNAIRE,69858
1,1707336452918,07/02/2024 20:07:32,1707336449001,-5,07/02/2024 15:07:29,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,BEGIN QUESTIONNAIRE,
2,1707336569940,07/02/2024 20:09:29,1707336566097,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,similar-alex,Neutral
3,1707336570079,07/02/2024 20:09:30,1707336566100,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,similar-alex-quantised,3
4,1707336570079,07/02/2024 20:09:30,1707336566100,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,similar-pat,Neutral
5,1707336570079,07/02/2024 20:09:30,1707336566100,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,similar-pat-quantised,3
6,1707336570079,07/02/2024 20:09:30,1707336566100,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,enjoy-alex,Disagree
7,1707336570079,07/02/2024 20:09:30,1707336566101,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,enjoy-alex-quantised,2
8,1707336570079,07/02/2024 20:09:30,1707336566101,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,enjoy-pat,Agree
9,1707336570079,07/02/2024 20:09:30,1707336566101,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,enjoy-pat-quantised,4
10,1707336570079,07/02/2024 20:09:30,1707336566102,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-alex,Neutral
11,1707336570079,07/02/2024 20:09:30,1707336566102,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-alex-quantised,3
12,1707336570079,07/02/2024 20:09:30,1707336566102,-5,07/02/2024 15:09:26,163181,2,questionnaire-wcll,,34900061,BLIND,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1349x615,,,,Overall Bot Questionnaire: Alex then Pat,1,B_1AlexAnx_2PatNorm,BA,No,distant-pat,Disagree
