Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
11,1706885131278,02/02/2024 14:45:31,1706885130513,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-pat-quantised,4
12,1706885131278,02/02/2024 14:45:31,1706885130513,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex,Disagree
13,1706885131278,02/02/2024 14:45:31,1706885130513,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex-quantised,2
14,1706885131278,02/02/2024 14:45:31,1706885130513,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat,Disagree
15,1706885131278,02/02/2024 14:45:31,1706885130514,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat-quantised,2
16,1706885131278,02/02/2024 14:45:31,1706885130514,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex,Agree
17,1706885131278,02/02/2024 14:45:31,1706885130514,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex-quantised,4
18,1706885131278,02/02/2024 14:45:31,1706885130514,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat,Neutral
19,1706885131278,02/02/2024 14:45:31,1706885130514,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat-quantised,3
20,1706885131278,02/02/2024 14:45:31,1706885130515,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex,Disagree
21,1706885131278,02/02/2024 14:45:31,1706885130515,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex-quantised,2
22,1706885131278,02/02/2024 14:45:31,1706885130515,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat,Disagree
23,1706885131396,02/02/2024 14:45:31,1706885130516,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat-quantised,2
24,1706885131396,02/02/2024 14:45:31,1706885130516,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex,Agree
25,1706885131396,02/02/2024 14:45:31,1706885130516,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex-quantised,4
26,1706885131396,02/02/2024 14:45:31,1706885130516,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-1,Alex
27,1706885131396,02/02/2024 14:45:31,1706885130517,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-2,Pat
28,1706885131396,02/02/2024 14:45:31,1706885130517,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-2,Alex and I talked about things we both enjoyed.
29,1706885131396,02/02/2024 14:45:31,1706885130517,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-3,Pat was negative and difficult to talk to.
30,1706885131396,02/02/2024 14:45:31,1706885130518,-5,02/02/2024 09:45:30,163181,2,questionnaire-7ewr,,34735519,BLIND,10269434,,complete,ovmrat,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x919,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,END QUESTIONNAIRE,53447
1,1706885117153,02/02/2024 14:45:17,1706885115840,-5,02/02/2024 09:45:15,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,BEGIN QUESTIONNAIRE,
2,1706885273927,02/02/2024 14:47:53,1706885272277,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-pat,Agree
3,1706885274130,02/02/2024 14:47:54,1706885272279,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-pat-quantised,4
4,1706885274130,02/02/2024 14:47:54,1706885272280,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-alex,Strongly Disagree
5,1706885274130,02/02/2024 14:47:54,1706885272280,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-alex-quantised,1
6,1706885274130,02/02/2024 14:47:54,1706885272280,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-pat,Disagree
7,1706885274130,02/02/2024 14:47:54,1706885272281,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-pat-quantised,2
8,1706885274130,02/02/2024 14:47:54,1706885272282,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-alex,Strongly Agree
9,1706885274130,02/02/2024 14:47:54,1706885272283,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-alex-quantised,5
10,1706885274130,02/02/2024 14:47:54,1706885272283,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-pat,Strongly Agree
11,1706885274130,02/02/2024 14:47:54,1706885272284,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-pat-quantised,5
12,1706885274130,02/02/2024 14:47:54,1706885272284,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-alex,Disagree
13,1706885274130,02/02/2024 14:47:54,1706885272285,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-alex-quantised,2
14,1706885274130,02/02/2024 14:47:54,1706885272285,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-pat,Disagree
15,1706885274130,02/02/2024 14:47:54,1706885272285,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-pat-quantised,2
16,1706885274130,02/02/2024 14:47:54,1706885272285,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-alex,Agree
17,1706885274130,02/02/2024 14:47:54,1706885272285,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-alex-quantised,4
18,1706885274130,02/02/2024 14:47:54,1706885272286,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-pat,Strongly Agree
19,1706885274130,02/02/2024 14:47:54,1706885272286,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-pat-quantised,5
20,1706885274130,02/02/2024 14:47:54,1706885272286,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-alex,Neutral
21,1706885274130,02/02/2024 14:47:54,1706885272286,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-alex-quantised,3
22,1706885274130,02/02/2024 14:47:54,1706885272287,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-pat,Disagree
23,1706885274306,02/02/2024 14:47:54,1706885272287,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-pat-quantised,2
24,1706885274306,02/02/2024 14:47:54,1706885272287,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-alex,Strongly Agree
25,1706885274306,02/02/2024 14:47:54,1706885272288,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-alex-quantised,5
26,1706885274306,02/02/2024 14:47:54,1706885272288,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,response-1-1,Alex
27,1706885274306,02/02/2024 14:47:54,1706885272289,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,response-1-2,Pat
28,1706885274306,02/02/2024 14:47:54,1706885272289,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,response-2,Alex was fun and exciting.  We seemed to share interest or a least know what each other was trying to communicate. 
29,1706885274306,02/02/2024 14:47:54,1706885272290,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,response-3,Pat seemed to be in a deep depression.  They could not really converse in a normal manners. 
30,1706885274306,02/02/2024 14:47:54,1706885272290,-5,02/02/2024 09:47:52,163181,2,questionnaire-7ewr,,34735554,BLIND,10269314,,complete,vzmqco,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1349x607,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,END QUESTIONNAIRE,156450
1,1707147704663,05/02/2024 15:41:44,1707147704717,-5,05/02/2024 10:41:44,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,BEGIN QUESTIONNAIRE,
2,1707147767169,05/02/2024 15:42:47,1707147767295,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-pat,Disagree
3,1707147767327,05/02/2024 15:42:47,1707147767295,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-pat-quantised,2
4,1707147767327,05/02/2024 15:42:47,1707147767295,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-alex,Agree
5,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-alex-quantised,4
6,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-pat,Agree
7,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-pat-quantised,4
8,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-alex,Agree
9,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-alex-quantised,4
10,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-pat,Disagree
11,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-pat-quantised,2
